country,crop,year,yield_hg_ha,rain_mm,pesticides_t,temp_c,gdp_tier
Canada,Wheat,1990,22769,537,29568,9.48,High
Canada,Wheat,1990,22769,537,29568,6.07,High
Canada,Wheat,1990,22769,537,29568,5.57,High
Canada,Wheat,1990,22769,537,29568,7.41,High
Canada,Wheat,1990,22769,537,29568,7.82,High
Canada,Maize,1991,67098,537,29477.5,8.13,High
Canada,Maize,1991,67098,537,29477.5,9.72,High
Canada,Maize,1991,67098,537,29477.5,5.82,High
Canada,Maize,1991,67098,537,29477.5,5.46,High
Canada,Maize,1991,67098,537,29477.5,7.55,High
Canada,Maize,1991,67098,537,29477.5,7.89,High
Canada,Potatoes,1991,96637,537,29477.5,8.13,High
Canada,Potatoes,1991,96637,537,29477.5,9.72,High
Canada,Potatoes,1991,96637,537,29477.5,5.82,High
Canada,Potatoes,1991,96637,537,29477.5,5.46,High
Canada,Potatoes,1991,96637,537,29477.5,7.55,High
Canada,Potatoes,1991,96637,537,29477.5,7.89,High
Canada,Soybeans,1991,24415,537,29477.5,8.13,High
Canada,Soybeans,1991,24415,537,29477.5,9.72,High
Canada,Soybeans,1991,24415,537,29477.5,5.82,High
Canada,Soybeans,1991,24415,537,29477.5,5.46,High
Canada,Soybeans,1991,24415,537,29477.5,7.55,High
Canada,Soybeans,1991,24415,537,29477.5,7.89,High
Canada,Wheat,1991,22559,537,29477.5,8.13,High
Canada,Wheat,1991,22559,537,29477.5,9.72,High
Canada,Wheat,1991,22559,537,29477.5,5.82,High
Canada,Wheat,1991,22559,537,29477.5,5.46,High
Canada,Wheat,1991,22559,537,29477.5,7.55,High
Canada,Wheat,1991,22559,537,29477.5,7.89,High
Canada,Maize,1992,56927,537,29387,6.25,High
Canada,Maize,1992,56927,537,29387,8.05,High
Canada,Maize,1992,56927,537,29387,4.41,High
Canada,Maize,1992,56927,537,29387,3.69,High
Canada,Maize,1992,56927,537,29387,5.79,High
Canada,Maize,1992,56927,537,29387,8.77,High
Canada,Potatoes,1992,118173,537,29387,6.25,High
Canada,Potatoes,1992,118173,537,29387,8.05,High
Canada,Potatoes,1992,118173,537,29387,4.41,High
Canada,Potatoes,1992,118173,537,29387,3.69,High
Canada,Potatoes,1992,118173,537,29387,5.79,High
Canada,Potatoes,1992,118173,537,29387,8.77,High
Canada,Soybeans,1992,23363,537,29387,6.25,High
Canada,Soybeans,1992,23363,537,29387,8.05,High
Canada,Soybeans,1992,23363,537,29387,4.41,High
Canada,Soybeans,1992,23363,537,29387,3.69,High
Canada,Soybeans,1992,23363,537,29387,5.79,High
Canada,Soybeans,1992,23363,537,29387,8.77,High
Canada,Wheat,1992,21603,537,29387,6.25,High
Canada,Wheat,1992,21603,537,29387,8.05,High
Canada,Wheat,1992,21603,537,29387,4.41,High
Canada,Wheat,1992,21603,537,29387,3.69,High
Canada,Wheat,1992,21603,537,29387,5.79,High
Canada,Wheat,1992,21603,537,29387,8.77,High
Canada,Maize,1993,64241,537,29296.5,6.48,High
Canada,Maize,1993,64241,537,29296.5,8.11,High
Canada,Maize,1993,64241,537,29296.5,4.52,High
Canada,Maize,1993,64241,537,29296.5,3.96,High
Canada,Maize,1993,64241,537,29296.5,5.87,High
Canada,Maize,1993,64241,537,29296.5,7.69,High
Canada,Potatoes,1993,107674,537,29296.5,6.48,High
Canada,Potatoes,1993,107674,537,29296.5,8.11,High
Canada,Potatoes,1993,107674,537,29296.5,4.52,High
Canada,Potatoes,1993,107674,537,29296.5,3.96,High
Canada,Potatoes,1993,107674,537,29296.5,5.87,High
Canada,Potatoes,1993,107674,537,29296.5,7.69,High
Canada,Soybeans,1993,26005,537,29296.5,6.48,High
Canada,Soybeans,1993,26005,537,29296.5,8.11,High
Canada,Soybeans,1993,26005,537,29296.5,4.52,High
Canada,Soybeans,1993,26005,537,29296.5,3.96,High
Canada,Soybeans,1993,26005,537,29296.5,5.87,High
Canada,Soybeans,1993,26005,537,29296.5,7.69,High
Canada,Wheat,1993,22027,537,29296.5,6.48,High
Canada,Wheat,1993,22027,537,29296.5,8.11,High
Canada,Wheat,1993,22027,537,29296.5,4.52,High
Canada,Wheat,1993,22027,537,29296.5,3.96,High
Canada,Wheat,1993,22027,537,29296.5,5.87,High
Canada,Wheat,1993,22027,537,29296.5,7.69,High
Canada,Maize,1994,73748,537,29206,6.52,High
Canada,Maize,1994,73748,537,29206,8.11,High
Canada,Maize,1994,73748,537,29206,4.72,High
Canada,Maize,1994,73748,537,29206,4.06,High
Canada,Maize,1994,73748,537,29206,5.95,High
Canada,Maize,1994,73748,537,29206,8.27,High
Canada,Potatoes,1994,112448,537,29206,6.52,High
Canada,Potatoes,1994,112448,537,29206,8.11,High
Canada,Potatoes,1994,112448,537,29206,4.72,High
Canada,Potatoes,1994,112448,537,29206,4.06,High
Canada,Potatoes,1994,112448,537,29206,5.95,High
Canada,Potatoes,1994,112448,537,29206,8.27,High
Canada,Soybeans,1994,27447,537,29206,6.52,High
Canada,Soybeans,1994,27447,537,29206,8.11,High
Canada,Soybeans,1994,27447,537,29206,4.72,High
Canada,Soybeans,1994,27447,537,29206,4.06,High
Canada,Soybeans,1994,27447,537,29206,5.95,High
Canada,Soybeans,1994,27447,537,29206,8.27,High
Canada,Wheat,1994,21275,537,29206,6.52,High
Canada,Wheat,1994,21275,537,29206,8.11,High
Canada,Wheat,1994,21275,537,29206,4.72,High
Canada,Wheat,1994,21275,537,29206,4.06,High
Canada,Wheat,1994,21275,537,29206,5.95,High
Canada,Wheat,1994,21275,537,29206,8.27,High
Canada,Maize,1995,72528,537,32223.4,7.19,High
Canada,Maize,1995,72528,537,32223.4,8.52,High
Canada,Maize,1995,72528,537,32223.4,5.47,High
Canada,Maize,1995,72528,537,32223.4,4.81,High
Canada,Maize,1995,72528,537,32223.4,6.38,High
Canada,Maize,1995,72528,537,32223.4,8.49,High
Canada,Potatoes,1995,107859,537,32223.4,7.19,High
Canada,Potatoes,1995,107859,537,32223.4,8.52,High
Canada,Potatoes,1995,107859,537,32223.4,5.47,High
Canada,Potatoes,1995,107859,537,32223.4,4.81,High
Canada,Potatoes,1995,107859,537,32223.4,6.38,High
Canada,Potatoes,1995,107859,537,32223.4,8.49,High
Canada,Soybeans,1995,27882,537,32223.4,7.19,High
Canada,Soybeans,1995,27882,537,32223.4,8.52,High
Canada,Soybeans,1995,27882,537,32223.4,5.47,High
Canada,Soybeans,1995,27882,537,32223.4,4.81,High
Canada,Soybeans,1995,27882,537,32223.4,6.38,High
Canada,Soybeans,1995,27882,537,32223.4,8.49,High
Canada,Wheat,1995,22467,537,32223.4,7.19,High
Canada,Wheat,1995,22467,537,32223.4,8.52,High
Canada,Wheat,1995,22467,537,32223.4,5.47,High
Canada,Wheat,1995,22467,537,32223.4,4.81,High
Canada,Wheat,1995,22467,537,32223.4,6.38,High
Canada,Wheat,1995,22467,537,32223.4,8.49,High
Canada,Maize,1996,69141,537,35240.8,6.88,High
Canada,Maize,1996,69141,537,35240.8,7.85,High
Canada,Maize,1996,69141,537,35240.8,5.25,High
Canada,Maize,1996,69141,537,35240.8,4.66,High
Canada,Maize,1996,69141,537,35240.8,5.81,High
Canada,Maize,1996,69141,537,35240.8,7.16,High
Canada,Potatoes,1996,112323,537,35240.8,6.88,High
Canada,Potatoes,1996,112323,537,35240.8,7.85,High
Canada,Potatoes,1996,112323,537,35240.8,5.25,High
Canada,Potatoes,1996,112323,537,35240.8,4.66,High
Canada,Potatoes,1996,112323,537,35240.8,5.81,High
Canada,Potatoes,1996,112323,537,35240.8,7.16,High
Canada,Soybeans,1996,25168,537,35240.8,6.88,High
Canada,Soybeans,1996,25168,537,35240.8,7.85,High
Canada,Soybeans,1996,25168,537,35240.8,5.25,High
Canada,Soybeans,1996,25168,537,35240.8,4.66,High
Canada,Soybeans,1996,25168,537,35240.8,5.81,High
Canada,Soybeans,1996,25168,537,35240.8,7.16,High
Canada,Wheat,1996,24304,537,35240.8,6.88,High
Canada,Wheat,1996,24304,537,35240.8,7.85,High
Canada,Wheat,1996,24304,537,35240.8,5.25,High
Canada,Wheat,1996,24304,537,35240.8,4.66,High
Canada,Wheat,1996,24304,537,35240.8,5.81,High
Canada,Wheat,1996,24304,537,35240.8,7.16,High
Canada,Maize,1997,68702,537,38258.2,6.72,High
Canada,Maize,1997,68702,537,38258.2,8.09,High
Canada,Maize,1997,68702,537,38258.2,4.54,High
Canada,Maize,1997,68702,537,38258.2,3.99,High
Canada,Maize,1997,68702,537,38258.2,6,High
Canada,Maize,1997,68702,537,38258.2,8.23,High
Canada,Potatoes,1997,111195,537,38258.2,6.72,High
Canada,Potatoes,1997,111195,537,38258.2,8.09,High
Canada,Potatoes,1997,111195,537,38258.2,4.54,High
Canada,Potatoes,1997,111195,537,38258.2,3.99,High
Canada,Potatoes,1997,111195,537,38258.2,6,High
Canada,Potatoes,1997,111195,537,38258.2,8.23,High
Canada,Soybeans,1997,25837,537,38258.2,6.72,High
Canada,Soybeans,1997,25837,537,38258.2,8.09,High
Canada,Soybeans,1997,25837,537,38258.2,4.54,High
Canada,Soybeans,1997,25837,537,38258.2,3.99,High
Canada,Soybeans,1997,25837,537,38258.2,6,High
Canada,Soybeans,1997,25837,537,38258.2,8.23,High
Canada,Wheat,1997,21285,537,38258.2,6.72,High
Canada,Wheat,1997,21285,537,38258.2,8.09,High
Canada,Wheat,1997,21285,537,38258.2,4.54,High
Canada,Wheat,1997,21285,537,38258.2,3.99,High
Canada,Wheat,1997,21285,537,38258.2,6,High
Canada,Wheat,1997,21285,537,38258.2,8.23,High
Canada,Maize,1998,80054,537,41275.6,9.01,High
Canada,Maize,1998,80054,537,41275.6,10.6,High
Canada,Maize,1998,80054,537,41275.6,7,High
Canada,Maize,1998,80054,537,41275.6,6.68,High
Canada,Maize,1998,80054,537,41275.6,8.54,High
Canada,Maize,1998,80054,537,41275.6,8.72,High
Canada,Potatoes,1998,112271,537,41275.6,9.01,High
Canada,Potatoes,1998,112271,537,41275.6,10.6,High
Canada,Potatoes,1998,112271,537,41275.6,7,High
Canada,Potatoes,1998,112271,537,41275.6,6.68,High
Canada,Potatoes,1998,112271,537,41275.6,8.54,High
Canada,Potatoes,1998,112271,537,41275.6,8.72,High
Canada,Soybeans,1998,27922,537,41275.6,9.01,High
Canada,Soybeans,1998,27922,537,41275.6,10.6,High
Canada,Soybeans,1998,27922,537,41275.6,7,High
Canada,Soybeans,1998,27922,537,41275.6,6.68,High
Canada,Soybeans,1998,27922,537,41275.6,8.54,High
Canada,Soybeans,1998,27922,537,41275.6,8.72,High
Canada,Wheat,1998,22550,537,41275.6,9.01,High
Canada,Wheat,1998,22550,537,41275.6,10.6,High
Canada,Wheat,1998,22550,537,41275.6,7,High
Canada,Wheat,1998,22550,537,41275.6,6.68,High
Canada,Wheat,1998,22550,537,41275.6,8.54,High
Canada,Wheat,1998,22550,537,41275.6,8.72,High
Canada,Maize,1999,79747,537,44293,8.29,High
Canada,Maize,1999,79747,537,44293,9.53,High
Canada,Maize,1999,79747,537,44293,6.71,High
Canada,Maize,1999,79747,537,44293,6.02,High
Canada,Maize,1999,79747,537,44293,7.75,High
Canada,Maize,1999,79747,537,44293,7.69,High
Canada,Potatoes,1999,110517,537,44293,8.29,High
Canada,Potatoes,1999,110517,537,44293,9.53,High
Canada,Potatoes,1999,110517,537,44293,6.71,High
Canada,Potatoes,1999,110517,537,44293,6.02,High
Canada,Potatoes,1999,110517,537,44293,7.75,High
Canada,Potatoes,1999,110517,537,44293,7.69,High
Canada,Soybeans,1999,27698,537,44293,8.29,High
Canada,Soybeans,1999,27698,537,44293,9.53,High
Canada,Soybeans,1999,27698,537,44293,6.71,High
Canada,Soybeans,1999,27698,537,44293,6.02,High
Canada,Soybeans,1999,27698,537,44293,7.75,High
Canada,Soybeans,1999,27698,537,44293,7.69,High
Canada,Wheat,1999,25971,537,44293,8.29,High
Canada,Wheat,1999,25971,537,44293,9.53,High
Canada,Wheat,1999,25971,537,44293,6.71,High
Canada,Wheat,1999,25971,537,44293,6.02,High
Canada,Wheat,1999,25971,537,44293,7.75,High
Canada,Wheat,1999,25971,537,44293,7.69,High
Canada,Maize,2000,62844,537,39667,6.93,High
Canada,Maize,2000,62844,537,39667,8.67,High
Canada,Maize,2000,62844,537,39667,5.14,High
Canada,Maize,2000,62844,537,39667,4.61,High
Canada,Maize,2000,62844,537,39667,6.67,High
Canada,Maize,2000,62844,537,39667,7.63,High
Canada,Potatoes,2000,116314,537,39667,6.93,High
Canada,Potatoes,2000,116314,537,39667,8.67,High
Canada,Potatoes,2000,116314,537,39667,5.14,High
Canada,Potatoes,2000,116314,537,39667,4.61,High
Canada,Potatoes,2000,116314,537,39667,6.67,High
Canada,Potatoes,2000,116314,537,39667,7.63,High
Canada,Soybeans,2000,25483,537,39667,6.93,High
Canada,Soybeans,2000,25483,537,39667,8.67,High
Canada,Soybeans,2000,25483,537,39667,5.14,High
Canada,Soybeans,2000,25483,537,39667,4.61,High
Canada,Soybeans,2000,25483,537,39667,6.67,High
Canada,Soybeans,2000,25483,537,39667,7.63,High
Canada,Wheat,2000,24446,537,39667,6.93,High
Canada,Wheat,2000,24446,537,39667,8.67,High
Canada,Wheat,2000,24446,537,39667,5.14,High
Canada,Wheat,2000,24446,537,39667,4.61,High
Canada,Wheat,2000,24446,537,39667,6.67,High
Canada,Wheat,2000,24446,537,39667,7.63,High
Canada,Maize,2001,66187,537,38456,8.47,High
Canada,Maize,2001,66187,537,38456,9.63,High
Canada,Maize,2001,66187,537,38456,6.46,High
Canada,Maize,2001,66187,537,38456,6.01,High
Canada,Maize,2001,66187,537,38456,7.76,High
Canada,Maize,2001,66187,537,38456,7.77,High
Canada,Potatoes,2001,102703,537,38456,8.47,High
Canada,Potatoes,2001,102703,537,38456,9.63,High
Canada,Potatoes,2001,102703,537,38456,6.46,High
Canada,Potatoes,2001,102703,537,38456,6.01,High
Canada,Potatoes,2001,102703,537,38456,7.76,High
Canada,Potatoes,2001,102703,537,38456,7.77,High
Canada,Soybeans,2001,15298,537,38456,8.47,High
Canada,Soybeans,2001,15298,537,38456,9.63,High
Canada,Soybeans,2001,15298,537,38456,6.46,High
Canada,Soybeans,2001,15298,537,38456,6.01,High
Canada,Soybeans,2001,15298,537,38456,7.76,High
Canada,Soybeans,2001,15298,537,38456,7.77,High
Canada,Wheat,2001,19452,537,38456,8.47,High
Canada,Wheat,2001,19452,537,38456,9.63,High
Canada,Wheat,2001,19452,537,38456,6.46,High
Canada,Wheat,2001,19452,537,38456,6.01,High
Canada,Wheat,2001,19452,537,38456,7.76,High
Canada,Wheat,2001,19452,537,38456,7.77,High
Canada,Maize,2002,70128,537,34226,8.18,High
Canada,Maize,2002,70128,537,34226,9.45,High
Canada,Maize,2002,70128,537,34226,6.01,High
Canada,Maize,2002,70128,537,34226,5.47,High
Canada,Maize,2002,70128,537,34226,7.48,High
Canada,Maize,2002,70128,537,34226,7.82,High
Canada,Potatoes,2002,111652,537,34226,8.18,High
Canada,Potatoes,2002,111652,537,34226,9.45,High
Canada,Potatoes,2002,111652,537,34226,6.01,High
Canada,Potatoes,2002,111652,537,34226,5.47,High
Canada,Potatoes,2002,111652,537,34226,7.48,High
Canada,Potatoes,2002,111652,537,34226,7.82,High
Canada,Soybeans,2002,22814,537,34226,8.18,High
Canada,Soybeans,2002,22814,537,34226,9.45,High
Canada,Soybeans,2002,22814,537,34226,6.01,High
Canada,Soybeans,2002,22814,537,34226,5.47,High
Canada,Soybeans,2002,22814,537,34226,7.48,High
Canada,Soybeans,2002,22814,537,34226,7.82,High
Canada,Wheat,2002,18324,537,34226,8.18,High
Canada,Wheat,2002,18324,537,34226,9.45,High
Canada,Wheat,2002,18324,537,34226,6.01,High
Canada,Wheat,2002,18324,537,34226,5.47,High
Canada,Wheat,2002,18324,537,34226,7.48,High
Canada,Wheat,2002,18324,537,34226,7.82,High
Canada,Maize,2004,82410,537,36138,7.02,High
Canada,Maize,2004,82410,537,36138,8.63,High
Canada,Maize,2004,82410,537,36138,4.91,High
Canada,Maize,2004,82410,537,36138,4.46,High
Canada,Maize,2004,82410,537,36138,6.4,High
Canada,Maize,2004,82410,537,36138,8.95,High
Canada,Potatoes,2004,123630,537,36138,7.02,High
Canada,Potatoes,2004,123630,537,36138,8.63,High
Canada,Potatoes,2004,123630,537,36138,4.91,High
Canada,Potatoes,2004,123630,537,36138,4.46,High
Canada,Potatoes,2004,123630,537,36138,6.4,High
Canada,Potatoes,2004,123630,537,36138,8.95,High
Canada,Soybeans,2004,25939,537,36138,7.02,High
Canada,Soybeans,2004,25939,537,36138,8.63,High
Canada,Soybeans,2004,25939,537,36138,4.91,High
Canada,Soybeans,2004,25939,537,36138,4.46,High
Canada,Soybeans,2004,25939,537,36138,6.4,High
Canada,Soybeans,2004,25939,537,36138,8.95,High
Canada,Wheat,2004,26409,537,36138,7.02,High
Canada,Wheat,2004,26409,537,36138,8.63,High
Canada,Wheat,2004,26409,537,36138,4.91,High
Canada,Wheat,2004,26409,537,36138,4.46,High
Canada,Wheat,2004,26409,537,36138,6.4,High
Canada,Wheat,2004,26409,537,36138,8.95,High
Canada,Maize,2005,86035,537,36363,7.89,High
Canada,Maize,2005,86035,537,36363,9.05,High
Canada,Maize,2005,86035,537,36363,5.95,High
Canada,Maize,2005,86035,537,36363,5.53,High
Canada,Maize,2005,86035,537,36363,7.22,High
Canada,Maize,2005,86035,537,36363,8.38,High
Canada,Potatoes,2005,115053,537,36363,7.89,High
Canada,Potatoes,2005,115053,537,36363,9.05,High
Canada,Potatoes,2005,115053,537,36363,5.95,High
Canada,Potatoes,2005,115053,537,36363,5.53,High
Canada,Potatoes,2005,115053,537,36363,7.22,High
Canada,Potatoes,2005,115053,537,36363,8.38,High
Canada,Soybeans,2005,27082,537,36363,7.89,High
Canada,Soybeans,2005,27082,537,36363,9.05,High
Canada,Soybeans,2005,27082,537,36363,5.95,High
Canada,Soybeans,2005,27082,537,36363,5.53,High
Canada,Soybeans,2005,27082,537,36363,7.22,High
Canada,Soybeans,2005,27082,537,36363,8.38,High
Canada,Wheat,2005,27381,537,36363,7.89,High
Canada,Wheat,2005,27381,537,36363,9.05,High
Canada,Wheat,2005,27381,537,36363,5.95,High
Canada,Wheat,2005,27381,537,36363,5.53,High
Canada,Wheat,2005,27381,537,36363,7.22,High
Canada,Wheat,2005,27381,537,36363,8.38,High
Canada,Maize,2006,84737,537,36572.75,8.66,High
Canada,Maize,2006,84737,537,36572.75,9.83,High
Canada,Maize,2006,84737,537,36572.75,6.95,High
Canada,Maize,2006,84737,537,36572.75,6.3,High
Canada,Maize,2006,84737,537,36572.75,7.85,High
Canada,Maize,2006,84737,537,36572.75,8.31,High
Canada,Potatoes,2006,130482,537,36572.75,8.66,High
Canada,Potatoes,2006,130482,537,36572.75,9.83,High
Canada,Potatoes,2006,130482,537,36572.75,6.95,High
Canada,Potatoes,2006,130482,537,36572.75,6.3,High
Canada,Potatoes,2006,130482,537,36572.75,7.85,High
Canada,Potatoes,2006,130482,537,36572.75,8.31,High
Canada,Soybeans,2006,28850,537,36572.75,8.66,High
Canada,Soybeans,2006,28850,537,36572.75,9.83,High
Canada,Soybeans,2006,28850,537,36572.75,6.95,High
Canada,Soybeans,2006,28850,537,36572.75,6.3,High
Canada,Soybeans,2006,28850,537,36572.75,7.85,High
Canada,Soybeans,2006,28850,537,36572.75,8.31,High
Canada,Wheat,2006,26096,537,36572.75,8.66,High
Canada,Wheat,2006,26096,537,36572.75,9.83,High
Canada,Wheat,2006,26096,537,36572.75,6.95,High
Canada,Wheat,2006,26096,537,36572.75,6.3,High
Canada,Wheat,2006,26096,537,36572.75,7.85,High
Canada,Wheat,2006,26096,537,36572.75,8.31,High
Canada,Maize,2007,85108,537,45140.03,7.42,High
Canada,Maize,2007,85108,537,45140.03,9.14,High
Canada,Maize,2007,85108,537,45140.03,5.25,High
Canada,Maize,2007,85108,537,45140.03,4.96,High
Canada,Maize,2007,85108,537,45140.03,7.07,High
Canada,Maize,2007,85108,537,45140.03,7.72,High
Canada,Potatoes,2007,126498,537,45140.03,7.42,High
Canada,Potatoes,2007,126498,537,45140.03,9.14,High
Canada,Potatoes,2007,126498,537,45140.03,5.25,High
Canada,Potatoes,2007,126498,537,45140.03,4.96,High
Canada,Potatoes,2007,126498,537,45140.03,7.07,High
Canada,Potatoes,2007,126498,537,45140.03,7.72,High
Canada,Soybeans,2007,23010,537,45140.03,7.42,High
Canada,Soybeans,2007,23010,537,45140.03,9.14,High
Canada,Soybeans,2007,23010,537,45140.03,5.25,High
Canada,Soybeans,2007,23010,537,45140.03,4.96,High
Canada,Soybeans,2007,23010,537,45140.03,7.07,High
Canada,Soybeans,2007,23010,537,45140.03,7.72,High
Canada,Wheat,2007,23317,537,45140.03,7.42,High
Canada,Wheat,2007,23317,537,45140.03,9.14,High
Canada,Wheat,2007,23317,537,45140.03,5.25,High
Canada,Wheat,2007,23317,537,45140.03,4.96,High
Canada,Wheat,2007,23317,537,45140.03,7.07,High
Canada,Wheat,2007,23317,537,45140.03,7.72,High
Canada,Maize,2008,90623,537,53707.3,7.5,High
Canada,Maize,2008,90623,537,53707.3,8.61,High
Canada,Maize,2008,90623,537,53707.3,5.62,High
Canada,Maize,2008,90623,537,53707.3,5.01,High
Canada,Maize,2008,90623,537,53707.3,6.58,High
Canada,Maize,2008,90623,537,53707.3,7.3,High
Canada,Potatoes,2008,126065,537,53707.3,7.5,High
Canada,Potatoes,2008,126065,537,53707.3,8.61,High
Canada,Potatoes,2008,126065,537,53707.3,5.62,High
Canada,Potatoes,2008,126065,537,53707.3,5.01,High
Canada,Potatoes,2008,126065,537,53707.3,6.58,High
Canada,Potatoes,2008,126065,537,53707.3,7.3,High
Canada,Soybeans,2008,27906,537,53707.3,7.5,High
Canada,Soybeans,2008,27906,537,53707.3,8.61,High
Canada,Soybeans,2008,27906,537,53707.3,5.62,High
Canada,Soybeans,2008,27906,537,53707.3,5.01,High
Canada,Soybeans,2008,27906,537,53707.3,6.58,High
Canada,Soybeans,2008,27906,537,53707.3,7.3,High
Canada,Wheat,2008,28575,537,53707.3,7.5,High
Canada,Wheat,2008,28575,537,53707.3,8.61,High
Canada,Wheat,2008,28575,537,53707.3,5.62,High
Canada,Wheat,2008,28575,537,53707.3,5.01,High
Canada,Wheat,2008,28575,537,53707.3,6.58,High
Canada,Wheat,2008,28575,537,53707.3,7.3,High
Canada,Maize,2009,83723,537,54529.4,7.12,High
Canada,Maize,2009,83723,537,54529.4,8.38,High
Canada,Maize,2009,83723,537,54529.4,5.27,High
Canada,Maize,2009,83723,537,54529.4,4.71,High
Canada,Maize,2009,83723,537,54529.4,6.28,High
Canada,Maize,2009,83723,537,54529.4,7.8,High
Canada,Potatoes,2009,127453,537,54529.4,7.12,High
Canada,Potatoes,2009,127453,537,54529.4,8.38,High
Canada,Potatoes,2009,127453,537,54529.4,5.27,High
Canada,Potatoes,2009,127453,537,54529.4,4.71,High
Canada,Potatoes,2009,127453,537,54529.4,6.28,High
Canada,Potatoes,2009,127453,537,54529.4,7.8,High
Canada,Soybeans,2009,25371,537,54529.4,7.12,High
Canada,Soybeans,2009,25371,537,54529.4,8.38,High
Canada,Soybeans,2009,25371,537,54529.4,5.27,High
Canada,Soybeans,2009,25371,537,54529.4,4.71,High
Canada,Soybeans,2009,25371,537,54529.4,6.28,High
Canada,Soybeans,2009,25371,537,54529.4,7.8,High
Canada,Wheat,2009,27897,537,54529.4,7.12,High
Canada,Wheat,2009,27897,537,54529.4,8.38,High
Canada,Wheat,2009,27897,537,54529.4,5.27,High
Canada,Wheat,2009,27897,537,54529.4,4.71,High
Canada,Wheat,2009,27897,537,54529.4,6.28,High
Canada,Wheat,2009,27897,537,54529.4,7.8,High
Canada,Maize,2010,97385,537,61050,8.64,High
Canada,Maize,2010,97385,537,61050,9.47,High
Canada,Maize,2010,97385,537,61050,7.11,High
Canada,Maize,2010,97385,537,61050,6.73,High
Canada,Maize,2010,97385,537,61050,7.77,High
Canada,Maize,2010,97385,537,61050,8.33,High
Canada,Potatoes,2010,128373,537,61050,8.64,High
Canada,Potatoes,2010,128373,537,61050,9.47,High
Canada,Potatoes,2010,128373,537,61050,7.11,High
Canada,Potatoes,2010,128373,537,61050,6.73,High
Canada,Potatoes,2010,128373,537,61050,7.77,High
Canada,Potatoes,2010,128373,537,61050,8.33,High
Canada,Soybeans,2010,29515,537,61050,8.64,High
Canada,Soybeans,2010,29515,537,61050,9.47,High
Canada,Soybeans,2010,29515,537,61050,7.11,High
Canada,Soybeans,2010,29515,537,61050,6.73,High
Canada,Soybeans,2010,29515,537,61050,7.77,High
Canada,Soybeans,2010,29515,537,61050,8.33,High
Canada,Wheat,2010,28085,537,61050,8.64,High
Canada,Wheat,2010,28085,537,61050,9.47,High
Canada,Wheat,2010,28085,537,61050,7.11,High
Canada,Wheat,2010,28085,537,61050,6.73,High
Canada,Wheat,2010,28085,537,61050,7.77,High
Canada,Wheat,2010,28085,537,61050,8.33,High
Canada,Maize,2011,88946,537,62107.2,8.34,High
Canada,Maize,2011,88946,537,62107.2,9.32,High
Canada,Maize,2011,88946,537,62107.2,6.52,High
Canada,Maize,2011,88946,537,62107.2,6.14,High
Canada,Maize,2011,88946,537,62107.2,7.3,High
Canada,Maize,2011,88946,537,62107.2,7.21,High
Canada,Potatoes,2011,120376,537,62107.2,8.34,High
Canada,Potatoes,2011,120376,537,62107.2,9.32,High
Canada,Potatoes,2011,120376,537,62107.2,6.52,High
Canada,Potatoes,2011,120376,537,62107.2,6.14,High
Canada,Potatoes,2011,120376,537,62107.2,7.3,High
Canada,Potatoes,2011,120376,537,62107.2,7.21,High
Canada,Soybeans,2011,28738,537,62107.2,8.34,High
Canada,Soybeans,2011,28738,537,62107.2,9.32,High
Canada,Soybeans,2011,28738,537,62107.2,6.52,High
Canada,Soybeans,2011,28738,537,62107.2,6.14,High
Canada,Soybeans,2011,28738,537,62107.2,7.3,High
Canada,Soybeans,2011,28738,537,62107.2,7.21,High
Canada,Wheat,2011,29568,537,62107.2,8.34,High
Canada,Wheat,2011,29568,537,62107.2,9.32,High
Canada,Wheat,2011,29568,537,62107.2,6.52,High
Canada,Wheat,2011,29568,537,62107.2,6.14,High
Canada,Wheat,2011,29568,537,62107.2,7.3,High
Canada,Wheat,2011,29568,537,62107.2,7.21,High
Canada,Maize,2012,92109,537,73508.9,9.24,High
Canada,Maize,2012,92109,537,73508.9,10.51,High
Canada,Maize,2012,92109,537,73508.9,7.09,High
Canada,Maize,2012,92109,537,73508.9,6.59,High
Canada,Maize,2012,92109,537,73508.9,8.66,High
Canada,Maize,2012,92109,537,73508.9,7.85,High
Canada,Potatoes,2012,124735,537,73508.9,9.24,High
Canada,Potatoes,2012,124735,537,73508.9,10.51,High
Canada,Potatoes,2012,124735,537,73508.9,7.09,High
Canada,Potatoes,2012,124735,537,73508.9,6.59,High
Canada,Potatoes,2012,124735,537,73508.9,8.66,High
Canada,Potatoes,2012,124735,537,73508.9,7.85,High
Canada,Soybeans,2012,30294,537,73508.9,9.24,High
Canada,Soybeans,2012,30294,537,73508.9,10.51,High
Canada,Soybeans,2012,30294,537,73508.9,7.09,High
Canada,Soybeans,2012,30294,537,73508.9,6.59,High
Canada,Soybeans,2012,30294,537,73508.9,8.66,High
Canada,Soybeans,2012,30294,537,73508.9,7.85,High
Canada,Wheat,2012,28645,537,73508.9,9.24,High
Canada,Wheat,2012,28645,537,73508.9,10.51,High
Canada,Wheat,2012,28645,537,73508.9,7.09,High
Canada,Wheat,2012,28645,537,73508.9,6.59,High
Canada,Wheat,2012,28645,537,73508.9,8.66,High
Canada,Wheat,2012,28645,537,73508.9,7.85,High
Canada,Maize,2013,95878,537,81659.8,9.19,High
